movie_title,genre,release_date,director,box_office_revenue,rating,duration_minutes,production_company,quote
Harem,Drama,5/12/2000,Crysta Maddams,$91711542.37,2.4,85,Wikibox,Implemented interactive alliance
Paperman,Action,7/14/1995,Aridatha Shiers,$18334072.00,4.8,177,Abata,Self-enabling 24 hour system engine
Mr. Blandings Builds His Dream House,Action,2/28/1912,Simone Worsell,$38620224.31,7.0,208,Midel,Ameliorated homogeneous matrix
Hits,Horror,12/27/1964,Fabiano Sare,$13196776.68,3.5,214,Topicware,Persistent bottom-line open system
Married Life,Comedy,3/26/1953,Lida Lamplugh,$12979005.94,7.8,234,Mynte,Compatible 5th generation adapter
Amateur,Action,10/23/1999,Salomone Parsley,$93440959.59,0.3,166,Pixoboo,Pre-emptive 24/7 internet solution
That's What I Am,Horror,2/18/1958,Gage Legion,$64110792.36,3.3,232,Oyondu,Virtual real-time moderator
Rachel Getting Married,Comedy,5/29/1934,Guilbert Grevel,$44085491.10,7.4,90,Zoomzone,Proactive eco-centric software
New York,Drama,8/30/2020,Chloris Chaster,$97697555.79,4.0,154,Devbug,Focused web-enabled groupware
"Magic Christian, The",Romance,1/23/1901,Lexie Trevarthen,$39438257.64,4.1,196,Meedoo,Customizable intangible challenge
"Frozen Ghost, The",Comedy,2/12/1900,Marnia Landsborough,$10102045.32,0.9,95,Zoomzone,Enhanced national open system
I Am Love (Io sono l'amore),Horror,7/7/1928,Kareem Detoc,$57795281.34,6.9,147,Avavee,Triple-buffered well-modulated definition
"Swan and the Wanderer, The (Kulkuri ja joutsen)",Comedy,4/15/2021,Matthiew Pedrick,$11070350.79,9.5,104,Voolia,Innovative dynamic process improvement
Soul Man,Horror,10/19/2000,Rozella Mannooch,$97066145.51,2.1,199,Livefish,Expanded scalable ability
Sherlock Holmes and the Secret Weapon,Romance,1/28/1958,Priscilla Lisle,$84834671.17,8.6,115,Brainverse,Reactive content-based budgetary management
"Hidden Fortress, The (Kakushi-toride no san-akunin)",Horror,11/8/2008,Ynes Sneden,$71995520.84,7.6,234,Meemm,Future-proofed fault-tolerant architecture
Saturday Night,Drama,11/7/1977,Florance Thombleson,$37650915.38,0.8,76,Mynte,Quality-focused 4th generation knowledge base
Faster Pussycat! Kill! Kill!,Drama,2/20/1930,Sarajane Leyland,$54200398.05,9.9,213,Rhycero,Object-based mobile knowledge base
"Wrong Guys, The",Horror,11/25/1934,Christiano Wildbore,$12813702.27,0.6,165,Oozz,Monitored intangible methodology
Port of Flowers,Comedy,7/30/1959,Niki Jaegar,$14527084.21,0.2,216,Tagtune,Profit-focused actuating emulation
Clambake,Horror,2/12/1903,Betteanne Falcus,$59218187.66,0.5,148,Rhyloo,Automated value-added moratorium
Anguish (Angustia),Comedy,6/16/1950,Colline Mott,$14563663.87,7.5,67,Dabtype,Business-focused needs-based functionalities
Journey for Margaret,Horror,2/8/2021,Meta Aldin,$60323128.66,5.0,164,Photobug,De-engineered grid-enabled emulation
"Strange Behaviour of Sexually Mature City Slickers at Mating Season, The (Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit)",Horror,9/10/1956,Arron Urvoy,$59637442.39,9.5,118,Zoombox,Pre-emptive asynchronous neural-net
After the Fox (Caccia alla volpe),Comedy,2/3/1927,Haily Heeley,$51572779.15,3.3,146,Browseblab,Organic 24/7 info-mediaries
"Haunted Palace, The",Horror,11/18/2014,Susie Radmer,$44710603.28,2.9,178,Kazu,Horizontal 24/7 emulation
With Honors,Drama,1/24/2018,Aylmer Tippell,$22757962.23,4.8,176,Midel,Cross-group zero defect attitude
"Last Ride, The",Comedy,3/4/2007,Leandra Clerk,$85514978.16,3.5,235,Mudo,Object-based systemic throughput
The Gang That Sold America,Romance,11/29/1968,Ardine Vossing,$60200181.78,7.4,168,Yacero,Total tertiary internet solution
Appleseed Alpha,Comedy,2/7/1988,Niccolo Klossek,$17697029.76,5.0,207,Dynabox,Total neutral knowledge user
Time Code,Comedy,7/18/1952,Malinda Palluschek,$12415663.23,2.7,218,Blogspan,Seamless uniform workforce
Our Dancing Daughters,Drama,9/10/2004,Maurice Soar,$84646207.43,3.1,99,Quinu,Mandatory leading edge policy
Blood Work,Horror,12/28/1927,Pansy Hubber,$98221563.96,4.0,189,Mynte,Reduced context-sensitive service-desk
Fur: An Imaginary Portrait of Diane Arbus,Horror,7/28/1926,Oates Jakeway,$31532705.16,7.6,203,Centizu,Multi-channelled zero defect solution
Wuthering Heights,Drama,4/11/1951,Rosabel Kief,$58311451.98,8.0,176,Divavu,Synergistic systemic ability
Hall Pass,Romance,5/23/1942,Jodie Gerling,$66799800.97,3.2,98,Voolia,Grass-roots methodical attitude
Dampfnudelblues,Romance,10/27/1931,Egbert Rowly,$65449051.03,5.4,163,Skinder,Upgradable solution-oriented budgetary management
Le ultime ore di una vergine,Horror,8/15/1941,Justus Haw,$8475388.52,5.4,212,Eire,Enhanced leading edge concept
Kiss of the Damned,Action,1/23/1954,Regan Howden,$87514749.06,7.3,189,Tagtune,Synergistic global extranet
Dark Tide,Comedy,11/24/1975,Kevan Stutely,$84483785.27,4.4,74,Vinte,Triple-buffered analyzing structure
Who the Hell Is Juliette? (¿Quién diablos es Juliette?),Drama,1/14/1988,Son Cranidge,$5065825.23,4.8,143,Cogidoo,Inverse clear-thinking hierarchy
Walk of Shame,Drama,8/26/1986,Filmore Hadigate,$28952906.19,5.3,61,Quimba,Re-engineered 6th generation solution
Skyjacked,Horror,11/17/1946,Latia Lupson,$98354327.09,9.8,62,Geba,Mandatory zero administration focus group
"Reluctant Astronaut, The",Horror,11/8/1943,Bruce Orlton,$48243025.34,5.1,149,Oyoloo,Ameliorated foreground matrix
Preston Sturges: The Rise and Fall of an American Dreamer,Horror,7/30/1902,Gretel Lukianov,$16573944.71,9.6,140,Jaxnation,Down-sized value-added orchestration
Little Big Soldier (Da bing xiao jiang),Drama,12/31/1937,Clarey Glowinski,$50320608.38,0.8,101,Zoonder,Cloned grid-enabled structure
Below,Action,5/17/1901,Forbes Penas,$14183650.80,4.5,199,Livefish,Object-based tangible complexity
"Holding, The",Drama,3/16/1974,Vasili Brill,$48572187.12,1.9,109,Blogtag,Universal real-time contingency
Mr. & Mrs. Smith,Action,8/15/2002,Meredith Yarr,$41079734.93,8.9,181,Yombu,Operative directional conglomeration
R.I.P.D.,Horror,6/11/1932,Catharine Salsbury,$601553.39,8.1,122,Dabjam,Persevering needs-based project
Grind,Romance,5/2/1956,Mindy Kupec,$80111736.09,3.5,175,Wikizz,Focused explicit focus group
Intersection,Action,7/23/1915,Zarah Swede,$15316477.41,6.3,117,Quaxo,Compatible 24/7 moratorium
Chariots of the Gods (Erinnerungen an die Zukunft),Action,5/22/1942,Lebbie Spellicy,$54025361.63,8.8,214,Yacero,Synergized foreground software
Up in the Air,Drama,1/3/1965,Milissent Craise,$62907161.61,2.9,68,Aimbo,Function-based solution-oriented model
Enola Gay and the Atomic Bombing of Japan,Romance,4/8/1995,Robina Guyan,$63592989.52,7.3,70,Midel,Organic 24 hour superstructure
Xiu Xiu: The Sent-Down Girl (Tian yu),Drama,6/25/1933,Ced Tynemouth,$38099365.39,8.3,99,Zazio,Team-oriented zero defect implementation
Beethoven,Horror,12/12/1918,Welch Penke,$75793408.28,2.8,211,Divape,Digitized needs-based protocol
"Gentleman's Game, A",Action,12/18/1982,Mandy Baal,$95707623.34,5.0,184,Flashpoint,Switchable incremental open system
By Dawn's Early Light,Horror,1/25/1932,Alysa Cuthbert,$36230461.96,3.1,100,Twitterlist,Versatile systemic core
It Runs in the Family (My Summer Story),Horror,4/15/1925,Hyacinth Rewcassell,$57388972.75,4.8,60,Jamia,Horizontal static matrices
"Sheik, The",Romance,2/21/1991,Rebekkah Melmeth,$73302423.22,9.7,75,Podcat,Open-source uniform framework
Circles (Krugovi),Comedy,5/15/2018,Chaddie Carville,$50481028.98,5.7,239,Lazz,Progressive 24/7 leverage
Blue Skies,Action,2/20/2013,Tait Kiltie,$7033328.90,0.5,180,Oyope,Customizable directional capacity
Pootie Tang,Romance,7/16/1959,Clemmie Bertolin,$9748561.64,8.1,238,Centimia,Synergized hybrid knowledge user
"Tale of Zatoichi, The (Zatôichi monogatari) (Zatôichi 1)",Comedy,5/12/1900,Leigha Drinan,$46510729.57,0.6,179,Jaxbean,Open-source eco-centric firmware
"Holy Man, The (Mahapurush)",Romance,4/22/1939,Mead O'Crigane,$38731367.83,9.5,117,Chatterpoint,Ameliorated dedicated hierarchy
Fred Claus,Horror,2/9/1909,Aurelia De Domenicis,$52549035.12,5.7,180,Latz,Pre-emptive even-keeled methodology
"Wheel, The (La Roue)",Comedy,2/11/2000,Spense Knock,$85062749.32,4.8,202,Livefish,Exclusive impactful system engine
"Golden Coach, The (Le carrosse d'or)",Horror,10/20/1934,Nonah Smedmoor,$33955668.08,6.0,108,Riffpedia,Multi-channelled clear-thinking installation
White Wedding (Noce blanche),Comedy,12/18/1911,Cathrin Gumery,$65957040.17,8.7,90,Flipbug,Reactive regional methodology
Burn Paris Burn,Drama,11/30/1957,Filide Danilyak,$88000565.47,2.4,119,Snaptags,Synergized asymmetric leverage
Bobby Deerfield,Action,9/29/1934,Joline Bruckshaw,$88969930.03,0.3,130,Kayveo,Persistent even-keeled function
"Young Master, The (Shi di chu ma)",Comedy,8/16/1994,Thadeus Brownsett,$45174626.44,5.8,104,Quatz,Sharable modular algorithm
Reckless,Horror,2/10/1980,Mathilda Van der Daal,$72524429.79,10.0,170,Flipopia,Multi-layered logistical emulation
Cabin Fever 2: Spring Fever,Romance,12/4/2018,Brett Anney,$47852947.69,4.8,191,Trudeo,Reduced responsive synergy
Love Exposure,Action,7/21/2005,Lezley Hainning,$93438986.59,9.2,156,Skinder,Centralized intangible task-force
Rancho Deluxe,Romance,10/6/1948,Hettie Hourston,$66443940.16,0.3,76,Wordtune,Virtual even-keeled analyzer
"Fifth Cord, The (Giornata nera per l'ariete)",Romance,10/30/1989,Bengt Brusby,$3494587.80,9.5,173,Vinte,Triple-buffered user-facing emulation
Wrath of the Titans,Romance,10/10/1965,Rhoda Broy,$73213771.98,3.1,105,Edgeclub,Phased systemic contingency
Persona non grata,Comedy,4/12/1959,Chelsie Willshire,$5552401.15,2.4,210,Skajo,Distributed human-resource throughput
If You Are the One,Romance,8/19/1912,Gardiner Duligall,$12604713.21,4.3,96,Oyope,Automated intermediate process improvement
Ice Age Columbus: Who Were the First Americans?,Horror,10/27/2015,Joyous Sneesbie,$55497573.91,5.4,164,Wikibox,Profound intangible application
Tropical Fish (Re dai yu),Drama,6/17/1920,Lila Downer,$50705450.03,9.7,212,Vitz,User-centric homogeneous Graphic Interface
High Life,Romance,10/8/1936,Jock McQuode,$99028641.19,3.6,64,Dynabox,Profit-focused 24/7 collaboration
Love Crazy,Romance,9/22/1939,Minta Hindes,$62705929.45,6.6,89,Riffpedia,Centralized responsive firmware
New York Cop (Nyû Yôku no koppu),Romance,11/7/1998,Tedd Riccione,$929749.28,7.8,78,Miboo,Open-architected even-keeled pricing structure
Barbie in the Nutcracker,Horror,10/30/1950,Ronny Gemmell,$30449940.48,9.3,160,Feedmix,Synergized fresh-thinking analyzer
13 Fighting Men,Comedy,6/26/2015,Sander Lamball,$7268037.02,7.5,181,Babbleopia,Automated explicit moderator
Tyson,Drama,6/9/1904,Nikki Beardsdale,$28999500.48,7.0,208,Yamia,Streamlined content-based monitoring
Juice,Romance,8/4/2004,Minerva Siege,$96025233.49,8.2,191,Avavee,User-friendly exuding secured line
Ernest & Célestine (Ernest et Célestine),Romance,7/31/1937,Michele Raith,$95903585.05,4.0,220,Dabshots,Cross-platform bifurcated knowledge user
Hands Off the Loot (Touchez pas au grisbi),Comedy,4/13/1941,Pat Flather,$66217014.51,3.9,124,Dynava,Open-architected disintermediate array
Gigantic,Horror,10/3/1940,Sydel Blas,$93561158.56,5.7,124,Tambee,Seamless asynchronous analyzer
Amazing Grace,Romance,10/28/1912,Carny Haselwood,$26733954.20,2.5,117,Babbleopia,Team-oriented local encryption
Confidential Report,Comedy,6/3/1972,Claudell Bassilashvili,$77523335.37,4.3,196,Kwilith,Optimized bandwidth-monitored matrix
Piccadilly,Action,10/17/2007,Blayne Halladey,$65009066.34,9.3,68,Centidel,Centralized user-facing orchestration
"Small Back Room, The",Drama,6/21/2003,Fara Slatten,$80104340.70,3.8,126,Zoomlounge,Future-proofed value-added toolset
"Thin Man Goes Home, The",Comedy,11/28/1912,Lyell Lupton,$54185915.06,7.2,154,Agivu,Fully-configurable logistical project
"Life and Death of Colonel Blimp, The",Comedy,6/18/1977,Darby Giacomozzo,$45278392.35,0.4,239,Ainyx,Implemented 24 hour ability
About Cherry,Comedy,5/30/1966,Georgina Sleeford,$44283307.23,8.7,156,Twitterbeat,Extended 24/7 circuit
Spring Break Shark Attack,Drama,6/25/1939,Hatty Terrington,$78729161.03,1.2,95,Skiba,Robust high-level intranet
Pageant,Horror,1/17/1968,Elsie Acutt,$75881822.49,2.2,169,Trudoo,Triple-buffered 24/7 infrastructure
Under Suspicion,Romance,10/7/1981,Melicent Rofe,$57790771.02,9.3,202,Jaxspan,Reverse-engineered homogeneous access
Lulu on the Bridge,Romance,6/23/1956,Harlie Pesak,$19626286.61,3.1,115,Eadel,Mandatory static productivity
My Sister's Keeper,Comedy,2/18/1984,Ashby Shewring,$76219159.87,8.0,63,Shufflester,Integrated discrete middleware
London Paris New York,Comedy,7/18/1960,Freeman Ingliby,$84721363.13,7.7,215,Trudoo,Function-based 5th generation middleware
Chances Are,Action,5/13/1966,Rici Coneybeare,$50666146.73,3.2,219,Avamm,Synergistic tangible framework
[REC] 4: Apocalypse,Horror,5/22/1993,Diego Gladebeck,$96414386.45,6.4,239,Kwideo,Reduced attitude-oriented parallelism
"Central Park Five, The",Comedy,4/30/1977,Alexina Gather,$10472843.12,8.3,177,Cogidoo,Centralized asynchronous encoding
Boys Love,Romance,10/4/1976,Smith Rawls,$19106331.31,4.6,86,Gigaclub,Compatible system-worthy collaboration
I Married A Strange Person!,Drama,9/12/1916,Clemmie Dobbings,$28013160.20,5.9,67,Fadeo,Horizontal zero tolerance approach
Take the Money and Run,Horror,8/20/1934,Isidro Darley,$90555587.42,8.1,178,Miboo,Proactive neutral matrices
Life or Something Like It,Action,10/1/2011,Zola Wiffler,$29236112.65,8.7,137,Eidel,Polarised tangible local area network
And Your Mother Too (Y tu mamá también),Horror,4/30/2022,Devin Tarver,$24914922.68,7.2,205,Yabox,Persevering asymmetric concept
Il piccolo diavolo,Horror,7/14/1992,Lorena Perfect,$61717175.35,8.6,111,Wordtune,Centralized optimizing migration
I Know Where I'm Going!,Horror,4/16/1938,Kayne Fricke,$40961332.78,1.0,107,Trilia,Cross-group contextually-based algorithm
Encounters at the End of the World,Romance,1/27/1942,Shepherd Stanwix,$97793087.41,3.4,78,Tagcat,Quality-focused didactic orchestration
Je suis né d'une cigogne,Action,11/1/1922,Ruthi Heinke,$10591707.85,8.6,62,Dablist,Synergistic bandwidth-monitored frame
Tin Pan Alley,Drama,11/5/1946,Adolph Grigolli,$6375843.24,1.9,150,Oyoloo,Integrated dynamic groupware
"Cement Garden, The",Drama,2/4/1953,Sandi Cortese,$2078282.03,9.9,93,Myworks,Diverse full-range strategy
Looking Forward,Drama,9/21/2015,Hyacintha Lancaster,$72443226.22,1.9,137,Brainverse,Customizable contextually-based encryption
White Frog,Comedy,10/19/1954,Chanda Piers,$10069533.90,6.6,172,Skimia,Customizable user-facing time-frame
Heartbreakers,Comedy,12/10/1904,Netty Regenhardt,$83840005.14,0.9,191,Tavu,Cross-group optimizing adapter
Goya in Bordeaux (Goya en Burdeos),Horror,12/8/2019,Isador Crippin,$4077715.53,3.4,185,Pixoboo,Object-based discrete strategy
"Bribe, The",Comedy,11/21/2004,Dorolice Arnot,$37378370.04,4.5,233,Dabjam,Fully-configurable discrete open architecture
"Brief Vacation, A (breve vacanza, Una)",Romance,11/9/2010,Debi Sains,$75056960.60,9.6,96,Janyx,Devolved 4th generation throughput
Tales from the Crypt Presents: Demon Knight,Drama,3/3/1942,Chucho Sangra,$2636086.22,9.2,93,Pixoboo,Synergistic foreground middleware
"Center of the World, The",Action,5/19/1985,Lotte Kobpal,$4097424.37,9.7,205,Voonte,Centralized human-resource neural-net
"Injury to One, An",Drama,3/2/1996,Giulietta Tilling,$68027252.07,2.0,115,Quimba,Customer-focused asynchronous challenge
Here Comes Cookie,Romance,6/29/1909,Marney Ebbage,$43735708.51,0.2,106,Tazz,Face to face reciprocal data-warehouse
"Now You See Him, Now You Don't",Horror,7/30/2007,Gherardo Spaxman,$95374009.69,1.6,188,Jaxnation,Expanded multi-tasking focus group
High School High,Horror,10/16/1993,Conan Garthland,$96157889.94,9.6,108,Flashset,Streamlined global throughput
War,Horror,1/14/1910,Cristionna Clotworthy,$94902089.68,7.0,98,Tagopia,Optimized object-oriented Graphic Interface
Patrick,Horror,2/4/1946,Teressa Smalridge,$56919053.34,9.9,158,Twimm,Robust tangible hierarchy
Safe Men,Comedy,9/18/1972,Michaela Wyson,$60053594.69,3.5,202,Tekfly,Customer-focused executive installation
"Big Bad Swim, The",Drama,8/29/1949,Rutledge Garrals,$54774162.05,8.0,231,InnoZ,Visionary background projection
Honeysuckle Rose (a.k.a. On the Road Again),Drama,4/23/1964,Albrecht Shelmerdine,$76413835.93,0.1,183,Brightbean,Inverse full-range encoding
Lana Turner... a Daughter's Memoir,Drama,12/15/1982,Whitney Bisson,$10356648.25,4.8,102,Fanoodle,Balanced heuristic methodology
"Man with the Golden Arm, The",Horror,12/28/1959,Nicoline Mathely,$46763539.62,3.4,173,Kimia,Optimized secondary definition
Buster,Comedy,2/17/1914,Kenyon Skull,$43713803.40,3.6,61,Devcast,Organic national circuit
El Hada Buena - Una Fábula Peronista,Romance,8/28/1974,Holly Ravilious,$5979873.14,4.8,225,Flipbug,Distributed bandwidth-monitored framework
"Iceman, The",Horror,10/12/2014,Kelly Baldazzi,$51972156.65,8.1,169,Feedspan,Managed 24/7 circuit
Stage Fright,Romance,4/6/2008,Doe Comino,$6958648.82,2.4,76,Yadel,Ameliorated needs-based paradigm
"Symphonie pastorale, La",Romance,12/31/1951,Saw Freake,$6237525.07,2.6,135,Blognation,Multi-channelled systemic neural-net
Earthsea (Legend of Earthsea),Horror,6/6/2017,Nikki Pawellek,$67426688.78,6.6,65,Eare,Front-line logistical extranet
Sicko,Romance,1/25/1990,Almire Townsend,$68344333.74,0.3,61,Skajo,Upgradable solution-oriented function
Love Simple,Action,2/2/1932,Pace Brose,$11580393.68,4.6,74,Buzzster,Re-contextualized well-modulated algorithm
Below the Belt,Horror,6/27/1933,Lefty Schruyer,$55810012.11,1.3,224,Yoveo,Persevering web-enabled customer loyalty
CBGB,Romance,12/3/1991,Audre Mogra,$65395299.28,2.4,201,Youbridge,Ergonomic foreground interface
Heroes for Sale,Comedy,7/26/2008,Stanfield Tregidgo,$69253766.63,5.9,188,Jamia,Phased next generation firmware
What Price Hollywood?,Comedy,5/1/1918,Welby O'Griffin,$33871848.86,4.2,228,Skinix,Switchable background core
Across the Tracks,Drama,10/26/2011,Nessa Manketell,$7088623.40,8.3,87,Centidel,Universal heuristic synergy
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Action,5/10/1902,Elwyn Fattorini,$59209093.42,1.8,208,Dynabox,Programmable explicit open system
"Perfect Fake, A",Romance,4/23/1910,Curry Tantrum,$47101173.93,1.9,84,Plambee,Cross-group transitional complexity
Tyson,Action,7/6/1901,Palm Alekseev,$73468791.88,7.0,174,Babblestorm,Open-source foreground productivity
Get Crazy,Romance,10/6/1983,Nanette Zincke,$67597449.15,9.4,121,Flipstorm,Programmable full-range analyzer
Dutch,Drama,7/1/1929,Joseph Shave,$91344368.92,5.4,123,Thoughtstorm,Automated high-level alliance
Bounty Hunters (Bail Enforcers),Horror,4/8/1941,Riannon Fodden,$26192214.08,6.1,240,Dabfeed,Optimized high-level conglomeration
"Murderer Lives at Number 21, The (L'assassin habite... au 21)",Romance,12/18/1982,Benny Lytell,$22941336.15,3.7,158,Riffpath,Progressive global flexibility
"Woman, The",Horror,5/27/1908,Josi Scamel,$1977588.36,0.9,128,Kare,Synchronised tertiary knowledge base
"Apple Dumpling Gang Rides Again, The",Drama,8/9/1999,Elsy Allchorn,$87367613.99,6.3,192,Skinix,Business-focused full-range application
The New Babylon,Action,8/23/1991,Melicent Ardling,$92915765.29,5.8,224,Innotype,Down-sized dedicated infrastructure
Metroland,Comedy,2/15/1976,Candi Yezafovich,$82716004.33,8.6,85,Mybuzz,Front-line web-enabled challenge
Yves Saint Laurent,Drama,8/14/1956,Isahella Delf,$69012119.60,6.8,162,Zooxo,Synchronised value-added utilisation
